"dyad","partner","id","phase","time","timephase","timephase.r","ibi.basec","b.ibi.basec"
513,"A","513.A","femalereceive",100,10,9,29.0467421,-58.5268518333334
513,"A","513.A","femalereceive",101,11,10,35.1300751,25.5842591666667
513,"A","513.A","femalereceive",102,12,11,22.2967421,26.5842591666667
513,"A","513.A","femalereceive",103,13,12,15.2967421,-43.5268518333334
513,"A","513.A","femalereceive",104,14,13,59.8649240999999,-40.9712958333333
513,"A","513.A","femalereceive",105,15,14,-5.87633490000007,33.9175921666666
513,"A","513.A","femalereceive",106,16,15,13.3800751,-25.2268518333334
513,"A","513.A","femalereceive",107,17,16,44.3800751,-80.6268518333334
513,"A","513.A","femalereceive",108,18,17,95.4103781,-63.0268518333334
513,"A","513.A","femalereceive",109,19,18,47.6831060999999,-78.5268518333334
513,"A","513.A","femalereceive",110,20,19,-58.2389719,-98.7268518333334
513,"A","513.A","femalereceive",111,21,20,-22.1840269,0.917592166666623
513,"A","513.A","femalereceive",112,22,21,63.5921970999999,21.2509261666667
513,"A","513.A","femalereceive",113,23,22,62.0467421,1.69537016666663
513,"A","513.A","femalereceive",114,24,23,22.5467421,3.47314816666665
513,"A","513.A","femalereceive",115,25,24,20.1300751,37.9175921666666
513,"A","513.A","femalereceive",116,26,25,50.2134090999999,-55.1268518333334
513,"A","513.A","femalereceive",117,27,26,-21.3699249,-40.7490738333333
513,"A","513.A","femalereceive",118,28,27,72.0467421,-7.52685183333335
513,"A","513.A","femalereceive",119,29,28,109.2467421,41.7231481666666
513,"A","513.A","femalereceive",120,30,29,82.8649240999999,-2.32685183333331
513,"B","513.B","goal",31,1,0,-73.1268518333334,-13.8699249
513,"B","513.B","goal",32,2,1,8.80648116666669,56.6300751
513,"B","513.B","goal",33,3,2,-28.3046298333334,40.5467421
513,"B","513.B","goal",34,4,3,23.5842591666667,68.7740150999999
513,"B","513.B","goal",35,5,4,-16.3268518333333,13.4634090999999
513,"B","513.B","goal",36,6,5,27.6953701666666,-9.49171990000002
513,"B","513.B","goal",37,7,6,41.4731481666666,-18.6199249
513,"B","513.B","goal",38,8,7,30.6953701666666,-25.8763349000001
513,"B","513.B","goal",39,9,8,7.13981516666661,-32.3378729000001
513,"B","513.B","goal",40,10,9,-23.8268518333333,2.79674209999996
513,"B","513.B","goal",41,11,10,19.3620371666666,-23.3378729000001
513,"B","513.B","goal",42,12,11,45.0981481666666,-2.41479590000006
513,"B","513.B","goal",43,13,12,2.7731481666666,5.6300751
513,"B","513.B","goal",44,14,13,-15.4157408333333,-15.2609499
513,"B","513.B","goal",45,15,14,-107.726851833333,-41.3378729000001
513,"B","513.B","goal",46,16,15,-9.82685183333331,-13.7032579
513,"B","513.B","goal",47,17,16,-56.6268518333334,-0.491719900000021
513,"B","513.B","goal",48,18,17,-107.526851833333,6.6300751
513,"B","513.B","goal",49,19,18,-79.9268518333333,-21.7224889
513,"B","513.B","goal",50,20,19,-25.5268518333334,7.6300751
513,"B","513.B","goal",51,21,20,27.6953701666666,-24.8763349000001
513,"B","513.B","goal",52,22,21,-10.5268518333334,0.662127099999907
513,"B","513.B","goal",53,23,22,-14.4157408333333,17.1300751
513,"B","513.B","goal",54,24,23,-34.8268518333333,-21.4532579
513,"B","513.B","goal",55,25,24,18.3620371666666,-5.72248890000003
513,"B","513.B","goal",56,26,25,9.91759216666662,-55.8763349000001
513,"B","513.B","goal",57,27,26,48.4731481666666,12.2134090999999
513,"B","513.B","goal",58,28,27,1.13981516666661,2.66212709999991
513,"B","513.B","goal",59,29,28,24.4731481666666,33.3194691
513,"B","513.B","goal",60,30,29,-15.8601848333334,5.9698191
513,"B","513.B","malereceive",61,1,0,-33.0824078333334,-63.6455659000001
513,"B","513.B","malereceive",62,2,1,-6.42685183333333,26.2967421
513,"B","513.B","malereceive",63,3,2,-16.6379628333334,-10.7032579
513,"B","513.B","malereceive",64,4,3,19.0287041666667,-22.2609499
513,"B","513.B","malereceive",65,5,4,33.3620371666666,4.04674209999996
513,"B","513.B","malereceive",66,6,5,56.7231481666666,7.29674209999996
513,"B","513.B","malereceive",67,7,6,5.3620371666666,10.7134090999999
513,"B","513.B","malereceive",68,8,7,5.3620371666666,-2.1199249
513,"B","513.B","malereceive",69,9,8,33.2509261666667,-16.2609499
513,"B","513.B","malereceive",70,10,9,31.4731481666666,-32.4147959000001
513,"B","513.B","malereceive",71,11,10,-24.2268518333334,-37.8763349000001
513,"B","513.B","malereceive",72,12,11,-56.9712958333333,-80.1675439000001
513,"B","513.B","malereceive",73,13,12,-59.4268518333333,7.8800751
513,"B","513.B","malereceive",74,14,13,-11.2268518333334,31.0467421
513,"B","513.B","malereceive",75,15,14,0.584259166666698,25.2967421
513,"B","513.B","malereceive",76,16,15,-1.08240783333338,2.54674209999996
513,"B","513.B","malereceive",77,17,16,0.473148166666647,-12.5686429
513,"B","513.B","malereceive",78,18,17,-36.4268518333333,-34.4147959000001
513,"B","513.B","malereceive",79,19,18,-72.4268518333333,10.2967421
513,"B","513.B","malereceive",80,20,19,-90.6268518333334,21.7134090999999
513,"B","513.B","malereceive",81,21,20,-93.4268518333333,43.4634090999999
513,"B","513.B","malereceive",82,22,21,-55.0268518333334,-9.53659090000008
513,"B","513.B","malereceive",83,23,22,-51.1268518333334,13.1300751
513,"B","513.B","malereceive",84,24,23,-28.9712958333333,38.7967421
513,"B","513.B","malereceive",85,25,24,-105.526851833333,98.7740150999999
513,"B","513.B","malereceive",86,26,25,-119.226851833333,169.4467421
513,"B","513.B","malereceive",87,27,26,-18.0268518333334,3.8800751
513,"B","513.B","malereceive",88,28,27,59.0981481666666,-1.3699249
513,"B","513.B","malereceive",89,29,28,82.0287041666667,13.3800751
513,"B","513.B","malereceive",90,30,29,139.973148166667,27.1300751
513,"B","513.B","femalereceive",91,1,0,-28.7490738333333,-57.7994119
513,"B","513.B","femalereceive",92,2,1,-41.2268518333334,23.7967421
513,"B","513.B","femalereceive",93,3,2,-14.6379628333334,72.1300751
513,"B","513.B","femalereceive",94,4,3,64.4731481666666,26.8649240999999
513,"B","513.B","femalereceive",95,5,4,82.5981481666666,49.3800751
513,"B","513.B","femalereceive",96,6,5,41.2509261666667,50.6300751
513,"B","513.B","femalereceive",97,7,6,-51.0268518333334,87.0467421
513,"B","513.B","femalereceive",98,8,7,-24.4157408333333,107.4103781
513,"B","513.B","femalereceive",99,9,8,-82.7995788333334,18.6300751
513,"B","513.B","femalereceive",100,10,9,-58.5268518333334,29.0467421
513,"B","513.B","femalereceive",101,11,10,25.5842591666667,35.1300751
513,"B","513.B","femalereceive",102,12,11,26.5842591666667,22.2967421
513,"B","513.B","femalereceive",103,13,12,-43.5268518333334,15.2967421
513,"B","513.B","femalereceive",104,14,13,-40.9712958333333,59.8649240999999
513,"B","513.B","femalereceive",105,15,14,33.9175921666666,-5.87633490000007
513,"B","513.B","femalereceive",106,16,15,-25.2268518333334,13.3800751
513,"B","513.B","femalereceive",107,17,16,-80.6268518333334,44.3800751
513,"B","513.B","femalereceive",108,18,17,-63.0268518333334,95.4103781
513,"B","513.B","femalereceive",109,19,18,-78.5268518333334,47.6831060999999
513,"B","513.B","femalereceive",110,20,19,-98.7268518333334,-58.2389719
513,"B","513.B","femalereceive",111,21,20,0.917592166666623,-22.1840269
513,"B","513.B","femalereceive",112,22,21,21.2509261666667,63.5921970999999
513,"B","513.B","femalereceive",113,23,22,1.69537016666663,62.0467421
513,"B","513.B","femalereceive",114,24,23,3.47314816666665,22.5467421
513,"B","513.B","femalereceive",115,25,24,37.9175921666666,20.1300751
513,"B","513.B","femalereceive",116,26,25,-55.1268518333334,50.2134090999999
513,"B","513.B","femalereceive",117,27,26,-40.7490738333333,-21.3699249
513,"B","513.B","femalereceive",118,28,27,-7.52685183333335,72.0467421
513,"B","513.B","femalereceive",119,29,28,41.7231481666666,109.2467421
513,"B","513.B","femalereceive",120,30,29,-2.32685183333331,82.8649240999999
686,"A","686.A","goal",31,1,0,-46.0070370666667,-48.1093594333332
686,"A","686.A","goal",32,2,1,113.067962933333,44.2332985666667
686,"A","686.A","goal",33,3,2,112.567962933333,-20.1606414333332
686,"A","686.A","goal",34,4,3,150.942962933333,-26.4106414333332
686,"A","686.A","goal",35,5,4,136.317962933333,-34.6478204333333
686,"A","686.A","goal",36,6,5,194.764391933333,-45.1606414333332
686,"A","686.A","goal",37,7,6,173.192962933333,-60.2632054333333
686,"A","686.A","goal",38,8,7,142.317962933333,79.2332985666667
686,"A","686.A","goal",39,9,8,184.192962933333,-22.6606414333332
686,"A","686.A","goal",40,10,9,189.478676933333,3.75602556666672
686,"A","686.A","goal",41,11,10,223.942962933333,-25.8273074333333
686,"A","686.A","goal",42,12,11,-13.4737040666666,15.6726925666667
686,"A","686.A","goal",43,13,12,111.692962933333,-9.32730743333332
686,"A","686.A","goal",44,14,13,140.317962933333,-30.4939744333333
686,"A","686.A","goal",45,15,14,120.942962933333,-65.4170514333333
686,"A","686.A","goal",46,16,15,100.304073933333,-29.4106414333332
686,"A","686.A","goal",47,17,16,82.5679629333333,-9.99397443333328
686,"A","686.A","goal",48,18,17,50.3040739333333,-45.4170514333333
686,"A","686.A","goal",49,19,18,191.907248933333,-42.9106414333332
686,"A","686.A","goal",50,20,19,86.1929629333333,-21.6606414333332
686,"A","686.A","goal",51,21,20,16.9072489333333,17.1726925666667
686,"A","686.A","goal",52,22,21,-25.6070370666666,2.33935856666676
686,"A","686.A","goal",53,23,22,10.6374069333333,22.4151165666667
686,"A","686.A","goal",54,24,23,93.9429629333333,-26.8273074333333
686,"A","686.A","goal",55,25,24,30.8596299333333,11.5060255666667
686,"A","686.A","goal",56,26,25,44.1929629333333,8.14238956666668
686,"A","686.A","goal",57,27,26,36.0818519333333,-11.4939744333333
686,"A","686.A","goal",58,28,27,176.442962933333,1.17269256666668
686,"A","686.A","goal",59,29,28,138.050105933333,6.33935856666676
686,"A","686.A","goal",60,30,29,143.567962933333,50.9060255666667
686,"A","686.A","femalereceive",61,1,0,-124.932037066667,-17.4939744333333
686,"A","686.A","femalereceive",62,2,1,20.9707409333333,78.2060255666668
686,"A","686.A","femalereceive",63,3,2,85.6374069333333,91.9060255666667
686,"A","686.A","femalereceive",64,4,3,93.7643919333334,10.9226925666667
686,"A","686.A","femalereceive",65,5,4,27.9429629333333,17.8393585666668
686,"A","686.A","femalereceive",66,6,5,35.6374069333333,50.5969345666667
686,"A","686.A","femalereceive",67,7,6,10.0818519333333,42.8696615666668
686,"A","686.A","femalereceive",68,8,7,153.335819933333,95.8060255666667
686,"A","686.A","femalereceive",69,9,8,175.692962933333,63.1423895666667
686,"A","686.A","femalereceive",70,10,9,103.817962933333,-26.6606414333332
686,"A","686.A","femalereceive",71,11,10,176.442962933333,44.5969345666667
686,"A","686.A","femalereceive",72,12,11,161.942962933333,29.5969345666667
686,"A","686.A","femalereceive",73,13,12,49.1929629333333,40.6878435666667
686,"A","686.A","femalereceive",74,14,13,12.6374069333333,-9.91064143333324
686,"A","686.A","femalereceive",75,15,14,-29.9070370666667,-45.0324364333333
686,"A","686.A","femalereceive",76,16,15,102.067962933333,119.406025566667
686,"A","686.A","femalereceive",77,17,16,146.317962933333,41.5969345666667
686,"A","686.A","femalereceive",78,18,17,142.567962933333,25.9605705666668
686,"A","686.A","femalereceive",79,19,18,-49.2514810666667,11.2560255666667
686,"A","686.A","femalereceive",80,20,19,21.6374069333333,48.8696615666668
686,"A","686.A","femalereceive",81,21,20,131.192962933333,65.6878435666667
686,"A","686.A","femalereceive",82,22,21,234.621533933333,40.3242075666667
686,"A","686.A","femalereceive",83,23,22,174.692962933333,91.4060255666667
686,"A","686.A","femalereceive",84,24,23,123.692962933333,85.4151165666667
686,"A","686.A","femalereceive",85,25,24,165.335819933333,49.2332985666667
686,"A","686.A","femalereceive",86,26,25,98.9707409333332,29.9605705666668
686,"A","686.A","femalereceive",87,27,26,27.6374069333333,3.42269256666668
686,"A","686.A","femalereceive",88,28,27,124.317962933333,20.0514805666667
686,"A","686.A","femalereceive",89,29,28,154.442962933333,56.6878435666667
686,"A","686.A","femalereceive",90,30,29,108.317962933333,65.1423895666667
686,"A","686.A","malereceive",91,1,0,-184.534310066667,-39.2439744333333
686,"A","686.A","malereceive",92,2,1,-63.7070370666667,-6.57730743333332
686,"A","686.A","malereceive",93,3,2,-10.1070370666666,7.67269256666668
686,"A","686.A","malereceive",94,4,3,-20.0292590666667,66.6060255666667
686,"A","686.A","malereceive",95,5,4,-0.918148066666731,57.0514805666667
686,"A","686.A","malereceive",96,6,5,18.0818519333333,60.3242075666667
686,"A","686.A","malereceive",97,7,6,33.4429629333333,34.7787525666668
686,"A","686.A","malereceive",98,8,7,130.067962933333,12.7560255666667
686,"A","686.A","malereceive",99,9,8,141.317962933333,25.7787525666668
686,"A","686.A","malereceive",100,10,9,169.192962933333,40.3242075666667
686,"A","686.A","malereceive",101,11,10,140.942962933333,85.2060255666668
686,"A","686.A","malereceive",102,12,11,55.9707409333332,73.8696615666668
686,"A","686.A","malereceive",103,13,12,31.4151849333333,2.50602556666672
686,"A","686.A","malereceive",104,14,13,-47.9181480666667,-2.76670143333331
686,"A","686.A","malereceive",105,15,14,161.317962933333,-22.4939744333333
686,"A","686.A","malereceive",106,16,15,67.0679629333333,-8.57730743333332
686,"A","686.A","malereceive",107,17,16,-49.4070370666667,6.41511656666671
686,"A","686.A","malereceive",108,18,17,63.0818519333334,-2.74397443333328
686,"A","686.A","malereceive",109,19,18,138.067962933333,44.9605705666668
686,"A","686.A","malereceive",110,20,19,44.5679629333333,-14.3273074333333
686,"A","686.A","malereceive",111,21,20,92.5679629333333,-1.49397443333328
686,"A","686.A","malereceive",112,22,21,46.5262959333334,67.2332985666667
686,"A","686.A","malereceive",113,23,22,63.5262959333334,15.2332985666667
686,"A","686.A","malereceive",114,24,23,-22.8070370666667,-16.6606414333332
686,"A","686.A","malereceive",115,25,24,35.7485189333333,-19.7439744333333
686,"A","686.A","malereceive",116,26,25,111.942962933333,116.606025566667
686,"A","686.A","malereceive",117,27,26,122.942962933333,5.50602556666672
686,"A","686.A","malereceive",118,28,27,-21.8070370666667,44.9605705666668
686,"A","686.A","malereceive",119,29,28,90.0679629333333,25.1423895666667
686,"A","686.A","malereceive",120,30,29,70.3179629333333,82.0060255666667
686,"B","686.B","goal",31,1,0,-48.1093594333332,-46.0070370666667
686,"B","686.B","goal",32,2,1,44.2332985666667,113.067962933333
686,"B","686.B","goal",33,3,2,-20.1606414333332,112.567962933333
686,"B","686.B","goal",34,4,3,-26.4106414333332,150.942962933333
686,"B","686.B","goal",35,5,4,-34.6478204333333,136.317962933333
686,"B","686.B","goal",36,6,5,-45.1606414333332,194.764391933333
686,"B","686.B","goal",37,7,6,-60.2632054333333,173.192962933333
686,"B","686.B","goal",38,8,7,79.2332985666667,142.317962933333
686,"B","686.B","goal",39,9,8,-22.6606414333332,184.192962933333
686,"B","686.B","goal",40,10,9,3.75602556666672,189.478676933333
686,"B","686.B","goal",41,11,10,-25.8273074333333,223.942962933333
686,"B","686.B","goal",42,12,11,15.6726925666667,-13.4737040666666
686,"B","686.B","goal",43,13,12,-9.32730743333332,111.692962933333
686,"B","686.B","goal",44,14,13,-30.4939744333333,140.317962933333
686,"B","686.B","goal",45,15,14,-65.4170514333333,120.942962933333
686,"B","686.B","goal",46,16,15,-29.4106414333332,100.304073933333
686,"B","686.B","goal",47,17,16,-9.99397443333328,82.5679629333333
686,"B","686.B","goal",48,18,17,-45.4170514333333,50.3040739333333
686,"B","686.B","goal",49,19,18,-42.9106414333332,191.907248933333
686,"B","686.B","goal",50,20,19,-21.6606414333332,86.1929629333333
686,"B","686.B","goal",51,21,20,17.1726925666667,16.9072489333333
686,"B","686.B","goal",52,22,21,2.33935856666676,-25.6070370666666
686,"B","686.B","goal",53,23,22,22.4151165666667,10.6374069333333
686,"B","686.B","goal",54,24,23,-26.8273074333333,93.9429629333333
686,"B","686.B","goal",55,25,24,11.5060255666667,30.8596299333333
686,"B","686.B","goal",56,26,25,8.14238956666668,44.1929629333333
686,"B","686.B","goal",57,27,26,-11.4939744333333,36.0818519333333
686,"B","686.B","goal",58,28,27,1.17269256666668,176.442962933333
686,"B","686.B","goal",59,29,28,6.33935856666676,138.050105933333
686,"B","686.B","goal",60,30,29,50.9060255666667,143.567962933333
686,"B","686.B","femalereceive",61,1,0,-17.4939744333333,-124.932037066667
686,"B","686.B","femalereceive",62,2,1,78.2060255666668,20.9707409333333
686,"B","686.B","femalereceive",63,3,2,91.9060255666667,85.6374069333333
686,"B","686.B","femalereceive",64,4,3,10.9226925666667,93.7643919333334
686,"B","686.B","femalereceive",65,5,4,17.8393585666668,27.9429629333333
686,"B","686.B","femalereceive",66,6,5,50.5969345666667,35.6374069333333
686,"B","686.B","femalereceive",67,7,6,42.8696615666668,10.0818519333333
686,"B","686.B","femalereceive",68,8,7,95.8060255666667,153.335819933333
686,"B","686.B","femalereceive",69,9,8,63.1423895666667,175.692962933333
686,"B","686.B","femalereceive",70,10,9,-26.6606414333332,103.817962933333
686,"B","686.B","femalereceive",71,11,10,44.5969345666667,176.442962933333
686,"B","686.B","femalereceive",72,12,11,29.5969345666667,161.942962933333
686,"B","686.B","femalereceive",73,13,12,40.6878435666667,49.1929629333333
686,"B","686.B","femalereceive",74,14,13,-9.91064143333324,12.6374069333333
686,"B","686.B","femalereceive",75,15,14,-45.0324364333333,-29.9070370666667
686,"B","686.B","femalereceive",76,16,15,119.406025566667,102.067962933333
686,"B","686.B","femalereceive",77,17,16,41.5969345666667,146.317962933333
686,"B","686.B","femalereceive",78,18,17,25.9605705666668,142.567962933333
686,"B","686.B","femalereceive",79,19,18,11.2560255666667,-49.2514810666667
686,"B","686.B","femalereceive",80,20,19,48.8696615666668,21.6374069333333
686,"B","686.B","femalereceive",81,21,20,65.6878435666667,131.192962933333
686,"B","686.B","femalereceive",82,22,21,40.3242075666667,234.621533933333
686,"B","686.B","femalereceive",83,23,22,91.4060255666667,174.692962933333
686,"B","686.B","femalereceive",84,24,23,85.4151165666667,123.692962933333
686,"B","686.B","femalereceive",85,25,24,49.2332985666667,165.335819933333
686,"B","686.B","femalereceive",86,26,25,29.9605705666668,98.9707409333332
686,"B","686.B","femalereceive",87,27,26,3.42269256666668,27.6374069333333
686,"B","686.B","femalereceive",88,28,27,20.0514805666667,124.317962933333
686,"B","686.B","femalereceive",89,29,28,56.6878435666667,154.442962933333
686,"B","686.B","femalereceive",90,30,29,65.1423895666667,108.317962933333
686,"B","686.B","malereceive",91,1,0,-39.2439744333333,-184.534310066667
686,"B","686.B","malereceive",92,2,1,-6.57730743333332,-63.7070370666667
686,"B","686.B","malereceive",93,3,2,7.67269256666668,-10.1070370666666
686,"B","686.B","malereceive",94,4,3,66.6060255666667,-20.0292590666667
686,"B","686.B","malereceive",95,5,4,57.0514805666667,-0.918148066666731
686,"B","686.B","malereceive",96,6,5,60.3242075666667,18.0818519333333
686,"B","686.B","malereceive",97,7,6,34.7787525666668,33.4429629333333
686,"B","686.B","malereceive",98,8,7,12.7560255666667,130.067962933333
686,"B","686.B","malereceive",99,9,8,25.7787525666668,141.317962933333
686,"B","686.B","malereceive",100,10,9,40.3242075666667,169.192962933333
686,"B","686.B","malereceive",101,11,10,85.2060255666668,140.942962933333
686,"B","686.B","malereceive",102,12,11,73.8696615666668,55.9707409333332
686,"B","686.B","malereceive",103,13,12,2.50602556666672,31.4151849333333
686,"B","686.B","malereceive",104,14,13,-2.76670143333331,-47.9181480666667
686,"B","686.B","malereceive",105,15,14,-22.4939744333333,161.317962933333
686,"B","686.B","malereceive",106,16,15,-8.57730743333332,67.0679629333333
686,"B","686.B","malereceive",107,17,16,6.41511656666671,-49.4070370666667
686,"B","686.B","malereceive",108,18,17,-2.74397443333328,63.0818519333334
686,"B","686.B","malereceive",109,19,18,44.9605705666668,138.067962933333
686,"B","686.B","malereceive",110,20,19,-14.3273074333333,44.5679629333333
686,"B","686.B","malereceive",111,21,20,-1.49397443333328,92.5679629333333
686,"B","686.B","malereceive",112,22,21,67.2332985666667,46.5262959333334
686,"B","686.B","malereceive",113,23,22,15.2332985666667,63.5262959333334
686,"B","686.B","malereceive",114,24,23,-16.6606414333332,-22.8070370666667
686,"B","686.B","malereceive",115,25,24,-19.7439744333333,35.7485189333333
686,"B","686.B","malereceive",116,26,25,116.606025566667,111.942962933333
686,"B","686.B","malereceive",117,27,26,5.50602556666672,122.942962933333
686,"B","686.B","malereceive",118,28,27,44.9605705666668,-21.8070370666667
686,"B","686.B","malereceive",119,29,28,25.1423895666667,90.0679629333333
686,"B","686.B","malereceive",120,30,29,82.0060255666667,70.3179629333333
550,"A","550.A","goal",31,1,0,-12.0735863333333,-93.9102865666666
550,"A","550.A","goal",32,2,1,-44.3538893333333,-93.8553415666667
550,"A","550.A","goal",33,3,2,-27.8538893333333,-103.624572566667
550,"A","550.A","goal",34,4,3,-22.1872223333334,-91.0531435666667
550,"A","550.A","goal",35,5,4,5.10823266666659,-100.624572566667
550,"A","550.A","goal",36,6,5,41.0627776666666,-87.7014955666666
550,"A","550.A","goal",37,7,6,37.3809596666666,-80.5531435666667
550,"A","550.A","goal",38,8,7,63.5627776666666,-88.4707265666666
550,"A","550.A","goal",39,9,8,-22.0205553333334,-53.7014955666666
550,"A","550.A","goal",40,10,9,1.47186866666664,-68.4707265666666
550,"A","550.A","goal",41,11,10,-16.1872223333334,-126.491239566667
550,"A","550.A","goal",42,12,11,32.7627776666667,-84.1630345666666
550,"A","550.A","goal",43,13,12,5.31277766666665,-58.1630345666666
550,"A","550.A","goal",44,14,13,15.1991416666666,-69.4707265666666
550,"A","550.A","goal",45,15,14,16.6536866666667,-68.3168805666667
550,"A","550.A","goal",46,16,15,17.2900506666666,-72.6245725666666
550,"A","550.A","goal",47,17,16,33.1627776666667,-50.3168805666667
550,"A","550.A","goal",48,18,17,30.4718686666666,-82.7014955666666
550,"A","550.A","goal",49,19,18,-75.5205553333334,-45.6245725666666
550,"A","550.A","goal",50,20,19,-7.10388933333331,-19.7912395666666
550,"A","550.A","goal",51,21,20,-19.0735863333333,-35.0091875666667
550,"A","550.A","goal",52,22,21,-16.6872223333334,-29.4579055666667
550,"A","550.A","goal",53,23,22,19.7445956666667,-67.3168805666667
550,"A","550.A","goal",54,24,23,-23.0735863333333,-53.3168805666667
550,"A","550.A","goal",55,25,24,-10.6038893333333,-56.3938035666666
550,"A","550.A","goal",56,26,25,-12.4372223333334,-37.4707265666666
550,"A","550.A","goal",57,27,26,-39.4372223333334,-12.2912395666666
550,"A","550.A","goal",58,28,27,-0.346313333333342,-2.0412395666666
550,"A","550.A","goal",59,29,28,-35.1872223333334,-12.5412395666666
550,"A","550.A","goal",60,30,29,-11.8538893333333,-15.2912395666666
550,"A","550.A","malereceive",61,1,0,79.3627776666666,-129.691239566667
550,"A","550.A","malereceive",62,2,1,105.062777666667,-97.3938035666666
550,"A","550.A","malereceive",63,3,2,126.007221666667,-58.8553415666667
550,"A","550.A","malereceive",64,4,3,105.362777666667,-80.5531435666667
550,"A","550.A","malereceive",65,5,4,115.262777666667,-83.7784185666667
550,"A","550.A","malereceive",66,6,5,-32.9372223333334,-60.6245725666666
550,"A","550.A","malereceive",67,7,6,-30.1872223333334,-50.3938035666666
550,"A","550.A","malereceive",68,8,7,3.29005066666662,-62.7014955666666
550,"A","550.A","malereceive",69,9,8,10.6536866666667,-57.6245725666666
550,"A","550.A","malereceive",70,10,9,68.7627776666667,3.29209443333332
550,"A","550.A","malereceive",71,11,10,38.7445956666667,-25.2912395666666
550,"A","550.A","malereceive",72,12,11,8.10823266666659,-16.8553415666667
550,"A","550.A","malereceive",73,13,12,10.1991416666666,-37.7079055666667
550,"A","550.A","malereceive",74,14,13,-22.6190403333334,4.79209443333332
550,"A","550.A","malereceive",75,15,14,30.0173226666667,-25.5412395666666
550,"A","550.A","malereceive",76,16,15,10.5627776666666,9.54209443333332
550,"A","550.A","malereceive",77,17,16,-25.6038893333333,-21.0412395666666
550,"A","550.A","malereceive",78,18,17,-66.1038893333333,15.8754274333334
550,"A","550.A","malereceive",79,19,18,28.3809596666666,-25.1245725666666
550,"A","550.A","malereceive",80,20,19,62.0627776666666,-52.6245725666666
550,"A","550.A","malereceive",81,21,20,11.1082326666666,-24.3745725666666
550,"A","550.A","malereceive",82,22,21,59.7445956666667,-25.5476495666667
550,"A","550.A","malereceive",83,23,22,22.4718686666666,-3.37457256666664
550,"A","550.A","malereceive",84,24,23,18.2900506666666,19.3754274333334
550,"A","550.A","malereceive",85,25,24,13.2900506666666,35.4587604333334
550,"A","550.A","malereceive",86,26,25,-8.52813133333336,34.2845184333333
550,"A","550.A","malereceive",87,27,26,-74.8538893333333,22.6481544333334
550,"A","550.A","malereceive",88,28,27,120.162777666667,16.3754274333334
550,"A","550.A","malereceive",89,29,28,5.38095966666663,-51.2399575666666
550,"A","550.A","malereceive",90,30,29,107.962777666667,-81.3938035666666
550,"A","550.A","femalereceive",91,1,0,71.9264136666667,3.7390634333334
550,"A","550.A","femalereceive",92,2,1,31.7627776666667,-17.7014955666666
550,"A","550.A","femalereceive",93,3,2,42.9264136666667,-39.2079055666667
550,"A","550.A","femalereceive",94,4,3,47.1991416666666,-30.8553415666667
550,"A","550.A","femalereceive",95,5,4,-109.898760333333,-37.1630345666666
550,"A","550.A","femalereceive",96,6,5,-12.6190403333334,22.6481544333334
550,"A","550.A","femalereceive",97,7,6,51.8355046666667,57.1936094333333
550,"A","550.A","femalereceive",98,8,7,42.5627776666666,-31.5412395666666
550,"A","550.A","femalereceive",99,9,8,82.3627776666666,-43.4707265666666
550,"A","550.A","femalereceive",100,10,9,100.362777666667,15.4587604333334
550,"A","550.A","femalereceive",101,11,10,-86.8987603333334,-52.2399575666666
550,"A","550.A","femalereceive",102,12,11,5.83550466666668,16.8299724333334
550,"A","550.A","femalereceive",103,13,12,11.6536866666667,39.6254274333334
550,"A","550.A","femalereceive",104,14,13,-17.6038893333333,-52.9579055666667
550,"A","550.A","femalereceive",105,15,14,-40.1872223333334,-12.1245725666666
550,"A","550.A","femalereceive",106,16,15,68.4627776666666,5.62542743333336
550,"A","550.A","femalereceive",107,17,16,10.4718686666666,-57.8553415666667
550,"A","550.A","femalereceive",108,18,17,-25.1038893333333,-38.6245725666666
550,"A","550.A","femalereceive",109,19,18,21.2627776666667,-23.5412395666666
550,"A","550.A","femalereceive",110,20,19,-5.02055533333339,-32.3938035666666
550,"A","550.A","femalereceive",111,21,20,-12.0735863333333,44.4663364333334
550,"A","550.A","femalereceive",112,22,21,-18.5281313333334,20.2845184333333
550,"A","550.A","femalereceive",113,23,22,79.1082326666666,7.7087604333334
550,"A","550.A","femalereceive",114,24,23,18.3809596666666,7.87542743333336
550,"A","550.A","femalereceive",115,25,24,25.2627776666667,23.0420944333333
550,"A","550.A","femalereceive",116,26,25,3.06277766666665,-7.2912395666666
550,"A","550.A","femalereceive",117,27,26,33.2627776666667,41.8299724333334
550,"A","550.A","femalereceive",118,28,27,81.2900506666666,40.0117914333333
550,"A","550.A","femalereceive",119,29,28,68.2627776666667,7.29209443333332
550,"A","550.A","femalereceive",120,30,29,-17.1644953333333,27.6254274333334
550,"B","550.B","goal",31,1,0,-93.9102865666666,-12.0735863333333
550,"B","550.B","goal",32,2,1,-93.8553415666667,-44.3538893333333
550,"B","550.B","goal",33,3,2,-103.624572566667,-27.8538893333333
550,"B","550.B","goal",34,4,3,-91.0531435666667,-22.1872223333334
550,"B","550.B","goal",35,5,4,-100.624572566667,5.10823266666659
550,"B","550.B","goal",36,6,5,-87.7014955666666,41.0627776666666
550,"B","550.B","goal",37,7,6,-80.5531435666667,37.3809596666666
550,"B","550.B","goal",38,8,7,-88.4707265666666,63.5627776666666
